"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3010000","3010000-102-1972-02504","19721127","","03","폐업","02","폐업","20030613","","","","0222678000","108.00","100330","서울특별시 중구 주교동 95-1번지 ","","","발리","20020307000000","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","108","","",""
"3010000","3010000-102-1972-02517","19720229","","03","폐업","02","폐업","20070528","","","","0222662151","950.60","100282","서울특별시 중구 인현동2가 73-1번지 ","","","풍전호텔뉴비지니스클럽","20060516000000","I","2018-08-31 23:59:59.0","룸살롱","199550.506270874    ","451392.219693582    ","룸살롱","25","5","기타","갑","상수도전용","","","","","","","","","N","950.6","","",""
"3010000","3010000-102-1972-02524","19721116","","03","폐업","02","폐업","19940826","","","","0202669558","6.80","100330","서울특별시 중구 주교동 144-3번지 ","","","파레스","20011008000000","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","6.8","","",""
"3010000","3010000-102-1972-02544","19720329","","03","폐업","02","폐업","20061016","","","","02 7309911","352.82","100101","서울특별시 중구 태평로1가 61-1번지 ","","","(주)코리아나호텔블루룸","20001204000000","I","2018-08-31 23:59:59.0","비어(바)살롱","197867.156641113    ","451779.880897566    ","비어(바)살롱","15","7","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","352.82","","",""
"3010000","3010000-102-1972-02568","19720303","","03","폐업","02","폐업","20050708","","","","0207523111","245.39","100042","서울특별시 중구 남산동2가 1-1번지 ","","","프리월드","20030625000000","I","2018-08-31 23:59:59.0","룸살롱","198717.824491651    ","450932.964839778    ","룸살롱","4","7","결혼예식장주변","갑","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","245.39","","",""
"3010000","3010000-102-1972-02652","19720807","","03","폐업","02","폐업","19970106","","","","02 7762641","110.64","100011","서울특별시 중구 충무로1가 23-1번지 ","","","구듸구듸","20011008000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","198543.644700379    ","451049.580620366    ","관광호텔나이트(디스코)","5","7","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","110.64","","",""
"3010000","3010000-102-1972-02696","19720701","","03","폐업","02","폐업","19850116","","","","0201768800","77.20","100420","서울특별시 중구 무학동 47-2번지 ","","","가고파","20011008000000","I","2018-08-31 23:59:59.0","카바레","201245.375175242    ","451380.726183779    ","카바레","1","3","기타","지도","상수도전용","","","","","","","","","N","77.2","","",""
"3010000","3010000-102-1973-02468","19730303","","03","폐업","02","폐업","20001123","","","","02 7653398","240.00","100120","서울특별시 중구 정동 1-54번지 ","","","석교","20011008000000","I","2018-08-31 23:59:59.0","요정","197636.196778725    ","451714.027699327    ","요정","0","0","기타","갑","상수도전용","","","","","","","","","N","240","","",""
"3010000","3010000-102-1973-02507","19730214","","03","폐업","02","폐업","20090619","","","","0222731799","77.30","100013","서울특별시 중구 충무로3가 26-1번지 지상1층 ","","","빠담빠담","20030403000000","I","2018-08-31 23:59:59.0","룸살롱","199245.615900515    ","451201.40953687     ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","77.3","","",""
"3010000","3010000-102-1973-02519","19730921","","03","폐업","02","폐업","19990528","","","","02 7787559","86.85","100080","서울특별시 중구 북창동 18-9번지 ","","","시드니","19990528000000","I","2018-08-31 23:59:59.0","룸살롱","197943.503340844    ","451186.90197244     ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","86.85","","",""
"3010000","3010000-102-1973-02552","19730523","","03","폐업","02","폐업","20070201","","","","0222691656","79.00","100300","서울특별시 중구 초동 21-1번지 ","","","쿨(cool)","20040504000000","I","2018-08-31 23:59:59.0","카바레","199220.324272667    ","451420.433192288    ","카바레","3","2","기타","갑","상수도전용","","","","","","","","","N","79","","",""
"3010000","3010000-102-1973-02571","19731016","","03","폐업","02","폐업","20120322","","","","0222731188","95.74","100851","서울특별시 중구 을지로6가 18-74번지 ","","","랑데뷰","20120322110859","I","2018-08-31 23:59:59.0","비어(바)살롱","200527.836916986    ","451609.690222639    ","비어(바)살롱","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","95.74","","",""
"3010000","3010000-102-1973-02572","19730824","","01","영업/정상","01","영업","","","","","0222521188","98.17","100879","서울특별시 중구 흥인동 15-0번지 ","서울특별시 중구 퇴계로 417 (흥인동)","04570","성동차차차","20191209171431","U","2019-12-11 02:40:00.0","스텐드바","201503.849104738    ","451514.040508282    ","스텐드바","0","0","기타","기타","상수도전용","","","","","","","","","N","98.17","","",""
"3010000","3010000-102-1973-02601","19730111","","03","폐업","02","폐업","19930506","","","","0202344554","3.40","100824","서울특별시 중구 신당동 292-112번지 ","","","금강","20011008000000","I","2018-08-31 23:59:59.0","극장식당","201264.341802762    ","451214.268398175    ","극장식당","1","2","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","3.4","","",""
"3010000","3010000-102-1973-02632","19731211","","03","폐업","02","폐업","20010120","","","","02","155.83","100809","서울특별시 중구 명동2가 32-5번지 ","","","쉘부르","20011008000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","198596.297223109    ","451194.812525874    ","관광호텔나이트(디스코)","5","7","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","155.83","","",""
"3010000","3010000-102-1973-02639","19731026","","03","폐업","02","폐업","19920509","","","","0200000000","132.81","100840","서울특별시 중구 신당동 372-455번지 ","","","충무로","20011008000000","I","2018-08-31 23:59:59.0","극장식당","","","극장식당","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","132.81","","",""
"3010000","3010000-102-1973-02641","19731123","","03","폐업","02","폐업","20040114","","","","0222676334","282.15","100195","서울특별시 중구 을지로5가 19-29번지 ","","","백마미인크럽","20020522000000","I","2018-08-31 23:59:59.0","극장식당","200095.725883095    ","451681.037135698    ","극장식당","0","0","기타","기타","상수도전용","","","","","","","","","N","282.15","","",""
"3010000","3010000-102-1973-02650","19730108","","03","폐업","02","폐업","19920821","","","","0207533131","185.00","100372","서울특별시 중구 만리동2가 188-3번지 ","","","프레지던트나이트크럽","20011008000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","","","관광호텔나이트(디스코)","8","2","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","185","","",""
"3010000","3010000-102-1974-02478","19740331","","03","폐업","02","폐업","20050620","","","","02 7522032","63.51","100080","서울특별시 중구 북창동 67-0번지 ","","","카지노","20040227000000","I","2018-08-31 23:59:59.0","룸살롱","197940.656995614    ","451160.157863626    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","63.51","","",""
"3010000","3010000-102-1974-02485","19740122","","01","영업/정상","01","영업","","","","","","99.97","100863","서울특별시 중구 충무로4가 125-3 외4필지(일흥빌딩 지하1층)","서울특별시 중구 퇴계로 213 (충무로4가외4필지(일흥빌딩 지하1층))","04557","아크","20200715131801","U","2019-12-06 23:07:00.0","룸살롱","199532.084458879","451067.194729829","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-102-1974-02486","19740331","","01","영업/정상","01","영업","","","","","02 7774107","98.84","100180","서울특별시 중구 다동 117번지 지하1층 ","서울특별시 중구 남대문로9길 12 (다동지하1층)","04522","오렌지노래방주점","20180605115528","I","2018-08-31 23:59:59.0","룸살롱","198319.007190038    ","451622.506327407    ","룸살롱","","","","","","","","","","","","","","N","98.84","","",""
"3010000","3010000-102-1974-02542","19741130","","03","폐업","02","폐업","20090309","","","","02 2343142","181.83","100300","서울특별시 중구 초동 106-9번지 ","","","로마","20090309153202","I","2018-08-31 23:59:59.0","비어(바)살롱","199190.880726593    ","451328.700167218    ","비어(바)살롱","3","5","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","181.83","","",""
"3010000","3010000-102-1974-02578","19740331","","03","폐업","02","폐업","19970423","","","","02 2633405","123.71","100391","서울특별시 중구 장충동1가 56-85번지 ","","","골든벨비즈니스클럽","20011008000000","I","2018-08-31 23:59:59.0","스텐드바","200476.341193674    ","450937.189817554    ","스텐드바","0","0","기타","기타","상수도전용","","","","","","","","","N","123.71","","",""
"3010000","3010000-102-1974-02584","19740207","","03","폐업","02","폐업","20160502","","","","0222352828","96.80","100420","서울특별시 중구 무학동 49-0번지 ","","","엔디","20120229134536","I","2018-08-31 23:59:59.0","스텐드바","","","스텐드바","","","","","","","","","","","","","","N","96.8","","",""
"3010000","3010000-102-1974-02614","19740331","","03","폐업","02","폐업","20090529","","","","02 7533694","178.54","100080","서울특별시 중구 북창동 19-4번지 ","","","시애틀","20090330093506","I","2018-08-31 23:59:59.0","극장식당","197912.807887489    ","451146.531667577    ","극장식당","0","0","기타","기타","상수도전용","","","","","","","","","N","178.54","","",""
"3010000","3010000-102-1974-02615","19740610","","03","폐업","02","폐업","20070413","","","","02 7528177","408.40","100080","서울특별시 중구 북창동 20-1번지 ","","","뉴프레지던트","20060623000000","I","2018-08-31 23:59:59.0","룸살롱","197920.236962801    ","451125.626928878    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","408.4","","",""
"3010000","3010000-102-1974-02617","19740109","","03","폐업","02","폐업","20000711","","","","02 7762163","266.71","100861","서울특별시 중구 충무로2가 66-6번지 ","","","카사","20011008000000","I","2018-08-31 23:59:59.0","극장식당","198661.124896536    ","451075.731179463    ","극장식당","5","8","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","266.71","","",""
"3010000","3010000-102-1974-02622","19740513","","01","영업/정상","01","영업","","","","","0202321511","64.48","100823","서울특별시 중구 신당동 247-11번지 ","서울특별시 중구 퇴계로 386-5 (신당동)","04611","신당과촌","20090914134015","I","2018-08-31 23:59:59.0","극장식당","201223.186772171    ","451410.762188847    ","극장식당","1","2","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","64.48","","",""
"3010000","3010000-102-1974-02672","19740406","","03","폐업","02","폐업","20040203","","","","0222676108","1054.54","100845","서울특별시 중구 을지로2가 101-1번지 ","","","판.코리아","20030707000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","198991.480652031    ","451591.912071216    ","고고(디스코)클럽","0","0","기타","기타","상수도전용","","","","","","","","","N","1054.54","","",""
"3010000","3010000-102-1974-02681","19740331","","01","영업/정상","01","영업","","","","","02 2656131","483.50","100195","서울특별시 중구 을지로5가 133-1번지 ","서울특별시 중구 을지로38길 20 (을지로5가)","04561","천지호텔나이트캬바레","20090520155450","I","2018-08-31 23:59:59.0","카바레","200225.983119633    ","451511.262755282    ","카바레","0","0","기타","기타","상수도전용","","","","","","","","","N","483.5","","",""
"3010000","3010000-102-1975-02493","19750620","","03","폐업","02","폐업","20000529","","","","02 7530590","425.10","100080","서울특별시 중구 북창동 131-2번지 ","","","폭스","20000529000000","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","425.1","","",""
"3010000","3010000-102-1975-02553","19750626","","01","영업/정상","01","영업","","","","","02 7761238","185.24","100861","서울특별시 중구 충무로2가 60-3번지 지하1층 ","서울특별시 중구 삼일대로 299 지하1층 (충무로2가)","04537","세븐","20180509113228","I","2018-08-31 23:59:59.0","비어(바)살롱","198911.806393959    ","451032.316115194    ","비어(바)살롱","","","","","","","","","","","","","","N","185.24","","",""
"3010000","3010000-102-1975-02569","19750831","","01","영업/정상","01","영업","","","","","0200000000","83.67","100861","서울특별시 중구 충무로2가 50-3번지 1~2층 ","서울특별시 중구 삼일대로4길 17 (충무로2가)","04553","동경비지니스","20150901101517","I","2018-08-31 23:59:59.0","비어(바)살롱","199055.704839974    ","451096.00804536     ","비어(바)살롱","7","8","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","83.67","","",""
"3010000","3010000-102-1975-02585","19750604","","03","폐업","02","폐업","20190308","","","","0207748379","55.04","100806","서울특별시 중구 남창동 205-104번지 ","서울특별시 중구 퇴계로4길 2 (남창동)","04635","황실","20190308170917","U","2019-03-10 02:40:00.0","룸살롱","197931.478783194    ","450568.540959567    ","룸살롱","3","0","기타","을","상수도전용","","","","","","","","","N","55.04","","",""
"3010000","3010000-102-1975-02633","19750701","","03","폐업","02","폐업","19951226","","","","02 2383595","634.00","100855","서울특별시 중구 장충동2가 15-5번지 ","","","타워호텔","20011008000000","I","2018-08-31 23:59:59.0","관광호텔나이트(카바레)","","","관광호텔나이트(카바레)","12","5","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","634","","",""
"3010000","3010000-102-1975-02649","19751210","","03","폐업","02","폐업","20070528","","","","0222662151","1090.32","100282","서울특별시 중구 인현동2가 73-1번지 ","","","미라지","20070327000000","I","2018-08-31 23:59:59.0","기타","199550.506270874    ","451392.219693582    ","기타","20","5","기타","갑","상수도전용","","","","","","","","","N","1090.32","","",""
"3010000","3010000-102-1975-02679","19751030","","03","폐업","02","폐업","20030304","","","","0222388588","595.00","100870","서울특별시 중구 황학동 945-0번지 ","","","성동카바레","20020503000000","I","2018-08-31 23:59:59.0","카바레","","","카바레","6","15","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","595","","",""
"3010000","3010000-102-1976-02454","19760415","","03","폐업","02","폐업","20050408","","","","0222792628","397.92","100851","서울특별시 중구 을지로6가 18-67번지 ","","","동경","20041011000000","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","5","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","397.92","","",""
"3010000","3010000-102-1976-02467","19760610","","03","폐업","02","폐업","19940712","","","","0202344979","31.73","100870","서울특별시 중구 황학동 844-0번지 ","","","희원","20011008000000","I","2018-08-31 23:59:59.0","요정","","","요정","0","0","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","31.73","","",""
"3010000","3010000-102-1976-02471","19761218","","03","폐업","02","폐업","20110330","","","","02 7553144","144.60","100800","서울특별시 중구 남대문로5가 12-38번지 ","","","랑데즈","20110405144002","I","2018-08-31 23:59:59.0","룸살롱","197646.77897134     ","450670.5739657      ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","144.6","","",""
"3010000","3010000-102-1976-02512","19761222","","01","영업/정상","01","영업","","","","","0222657738","112.83","100330","서울특별시 중구 주교동 122-2번지 1층 ","서울특별시 중구 창경궁로 66 (주교동 1층)","04546","스마트","20190430130825","U","2019-05-02 02:40:00.0","룸살롱","199778.775533417    ","451769.818951991    ","룸살롱","1","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","112.83","","",""
"3010000","3010000-102-1976-02516","19760117","","03","폐업","02","폐업","20001115","","","","02","137.99","100873","서울특별시 중구 회현동1가 65-0번지 ","","","환타지아","20001120000000","I","2018-08-31 23:59:59.0","룸살롱","198249.758791197    ","450711.482993526    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","137.99","","",""
"3010000","3010000-102-1976-02536","19760508","","03","폐업","02","폐업","19920509","","","","0201768800","227.61","100879","서울특별시 중구 흥인동 49-7번지 ","","","유락","20011008000000","I","2018-08-31 23:59:59.0","비어(바)살롱","","","비어(바)살롱","6","6","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","227.61","","",""
"3010000","3010000-102-1976-02554","19760623","","03","폐업","02","폐업","20120327","","","","0207761811","25.20","100861","서울특별시 중구 충무로2가 61-3번지 ","","","세종칵테일바","20090727164101","I","2018-08-31 23:59:59.0","비어(바)살롱","198866.36491721     ","451021.050960516    ","비어(바)살롱","","","","","","","","","","","","","","N","25.2","","",""
"3010000","3010000-102-1976-02558","19760820","","01","영업/정상","01","영업","","","","","0203922678","52.81","100858","서울특별시 중구 중림동 129-38번지 지하1층 ","서울특별시 중구 청파로 425 (중림동)","04507","희망","20171016112806","I","2018-08-31 23:59:59.0","비어(바)살롱","197183.087076662    ","450587.36802078     ","비어(바)살롱","5","2","기타","갑","상수도전용","","","","","","","","","N","52.81","","",""
"3010000","3010000-102-1976-02607","19760515","","03","폐업","02","폐업","19920509","","","","0201768800",".00","100869","서울특별시 중구 황학동 753-1번지 ","","","단골","20011008000000","I","2018-08-31 23:59:59.0","극장식당","201531.783683208    ","451574.949512641    ","극장식당","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","0","","",""
"3010000","3010000-102-1976-02616","19761029","","03","폐업","02","폐업","19920509","","","","0201768800","46.14","100110","서울특별시 중구 서소문동 168-9번지 ","","","길","20011008000000","I","2018-08-31 23:59:59.0","극장식당","","","극장식당","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","46.14","","",""
"3010000","3010000-102-1976-02619","19760809","","01","영업/정상","01","영업","","","","","02 7777811","110.55","100042","서울특별시 중구 남산동2가 31-1번지 ","서울특별시 중구 퇴계로20길 2 (남산동2가)","04631","젠쿠(BAR)","20141031142814","I","2018-08-31 23:59:59.0","극장식당","198644.069040474    ","450827.86176286     ","극장식당","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","110.55","","",""
"3010000","3010000-102-1976-02644","19760508","","03","폐업","02","폐업","20011012","","","","0222741887","82.50","100846","서울특별시 중구 을지로3가 334-10번지 ","","","라빈","19990624000000","I","2018-08-31 23:59:59.0","룸살롱","199143.90500668     ","451509.150232469    ","룸살롱","1","3","기타","갑","상수도전용","","","","","","","","","N","82.5","","",""
"3010000","3010000-102-1976-02647","19760308","","03","폐업","02","폐업","20060926","","","","02775 0817","620.98","100021","서울특별시 중구 명동1가 6-0번지 ","","","로얄알라딘","20050111000000","I","2018-08-31 23:59:59.0","카바레","","","카바레","0","0","기타","기타","상수도전용","","","","","","","","","N","620.98","","",""
"3010000","3010000-102-1976-02654","19760112","","03","폐업","02","폐업","19970124","","","","02 2792184","924.02","100855","서울특별시 중구 장충동2가 186-9번지 ","","","앰바나이트크럽","20011008000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","","","관광호텔나이트(디스코)","15","6","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","924.02","","",""
"3010000","3010000-102-1976-02655","19761230","","03","폐업","02","폐업","20120402","","","","02 7777811","1589.31","100042","서울특별시 중구 남산동2가 31-1번지 ","","","퍼시픽홀리데이(pacific holiday)","20120402132724","I","2018-08-31 23:59:59.0","기타","198644.069040474    ","450827.86176286     ","기타","","","","","","","","","","","","","","N","1589.31","","",""
"3010000","3010000-102-1976-02656","19761230","","03","폐업","02","폐업","20140319","","","","0207520888","510.75","100042","서울특별시 중구 남산동2가 31-1번지 ","서울특별시 중구 퇴계로20길 2 (남산동2가)","04631","퍼시픽호텔 무겐","20110926104128","I","2018-08-31 23:59:59.0","카바레","198644.069040474    ","450827.86176286     ","카바레","10","10","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","510.75","","",""
"3010000","3010000-102-1976-02665","19760403","","03","폐업","02","폐업","20110114","","","","0207561148","655.73","100874","서울특별시 중구 회현동1가 202-191번지 ","","","제일관광캬바레","20110114161535","I","2018-08-31 23:59:59.0","카바레","198144.850333333    ","450939.067333333    ","카바레","0","9","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","655.73","","",""
"3010000","3010000-102-1976-02669","19760308","","03","폐업","02","폐업","20101105","","","","02 7327698","335.39","100101","서울특별시 중구 태평로1가 29-1번지 ","","","캔디","20091007163655","I","2018-08-31 23:59:59.0","룸살롱","198000.967176821    ","451745.025547093    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","335.39","","",""
"3010000","3010000-102-1976-02670","19760504","","03","폐업","02","폐업","19950224","","","","0207560888","312.04","100011","서울특별시 중구 충무로1가 24-11번지 ","","","검은상자","20011008000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","198496.57284605     ","450988.771021329    ","고고(디스코)클럽","5","9","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","312.04","","",""
"3010000","3010000-102-1976-02671","19760308","","03","폐업","02","폐업","20100401","","","","0222362121","459.00","100855","서울특별시 중구 장충동2가 5-5번지 ","","","주식회사 타워호텔 지아이지","20100319102927","I","2018-08-31 23:59:59.0","카바레","","","카바레","","","","","","","","","","","","","","N","459","","",""
"3010000","3010000-102-1976-02674","19760410","","03","폐업","02","폐업","19950704","","","","0207551600","333.16","100810","서울특별시 중구 명동2가 53-12번지 ","","","스타월드","20011008000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","","","고고(디스코)클럽","6","12","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","333.16","","",""
"3010000","3010000-102-1976-02680","19760128","","03","폐업","02","폐업","20010914","","","","02 2725000","1239.68","100851","서울특별시 중구 을지로6가 18-133번지 ","","","피카딜리크럽","20011008000000","I","2018-08-31 23:59:59.0","카바레","200476.685052278    ","451586.604548516    ","카바레","7","13","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","1239.68","","",""
"3010000","3010000-102-1977-02421","19770809","","03","폐업","02","폐업","19910131","","","","0207521272","29.54","100142","서울특별시 중구 의주로2가 30-5번지 ","","","프라자타운","20011008000000","I","2018-08-31 23:59:59.0","간이주점","","","간이주점","0","2","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","29.54","","",""
"3010000","3010000-102-1977-02483","19770309","","03","폐업","02","폐업","20060925","","","","0202676334","229.82","100330","서울특별시 중구 주교동 176-8번지 ","","","아리랑영상주점","20040819000000","I","2018-08-31 23:59:59.0","룸살롱","199777.371500933    ","451723.086607542    ","룸살롱","6","10","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","229.82","","",""
"3010000","3010000-102-1977-02487","19770105","","03","폐업","02","폐업","20071206","","","","02 7772297","426.55","100080","서울특별시 중구 북창동 18-1번지 ","","","라스베가스룸","20030822000000","I","2018-08-31 23:59:59.0","룸살롱","197963.526700487    ","451212.799639118    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","426.55","","",""
"3010000","3010000-102-1977-02510","19770201","","03","폐업","02","폐업","19970402","","","","02 2730729","235.55","100411","서울특별시 중구 광희동1가 145-2번지 ","","","골든벨","20011008000000","I","2018-08-31 23:59:59.0","룸살롱","200492.501851725    ","451466.269653048    ","룸살롱","2","3","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","235.55","","",""
"3010000","3010000-102-1977-02551","19770415","","03","폐업","02","폐업","19941219","","","","0207525539","207.26","100021","서울특별시 중구 명동1가 38-3번지 ","","","태양의길목","20011008000000","I","2018-08-31 23:59:59.0","비어(바)살롱","","","비어(바)살롱","5","8","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","207.26","","",""
"3010000","3010000-102-1977-02559","19770129","","03","폐업","02","폐업","20170601","","","","0222666801","296.14","100866","서울특별시 중구 필동1가 3-5번지 지하 1층 ","서울특별시 중구 수표로2길 22 (필동1가 지하 1층)","04554","텐 텐","20170601171636","I","2018-08-31 23:59:59.0","룸살롱","199216.984523867    ","451069.784248723    ","룸살롱","","","","","","","","","","","","","","N","296.14","","",""
"3010000","3010000-102-1977-02561","19770108","","03","폐업","02","폐업","19900106","","","","0201768800","54.89","100864","서울특별시 중구 태평로2가 68-6번지 ","","","휴가로","20011008000000","I","2018-08-31 23:59:59.0","스텐드바","197916.172884617    ","451198.454292578    ","스텐드바","2","3","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","54.89","","",""
