"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3100000","3100000-102-1999-06215","19990724","","03","폐업","02","폐업","20071211","","","","02 9512262","318.32","139942","서울특별시 노원구 상계동 709-2번지 ","","","아방궁","20050927000000","I","2018-08-31 23:59:59.0","룸살롱","205137.089791487    ","461322.100330856    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","318.32","","",""
"3100000","3100000-102-1999-06390","19991021","","03","폐업","02","폐업","20170913","","","","02 9513900","220.01","139832","서울특별시 노원구 상계동 727-0번지 덕영빌딩 지하1층 ","서울특별시 노원구 노해로 482 (상계동덕영빌딩 지하1층)","01751","그린라이트파티","20170913164759","I","2018-08-31 23:59:59.0","카바레","205378.033019597    ","461318.08645497     ","카바레","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","220.01","","",""
"3100000","3100000-102-1999-06404","19991028","","03","폐업","02","폐업","20120611","","","","02 9334486","103.95","139942","서울특별시 노원구 상계동 708-3번지 ","","","르네상스","20030624000000","I","2018-08-31 23:59:59.0","룸살롱","205127.802820747    ","461355.240414987    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","103.95","","",""
"3100000","3100000-102-1999-06433","19991111","","03","폐업","02","폐업","20060530","","","","02 9361657","157.01","139832","서울특별시 노원구 상계동 728-1번지 지하2층 ","","","아이엔지피씨(ING.P.C)","20060502000000","I","2018-08-31 23:59:59.0","룸살롱","205341.234473894    ","461208.986685934    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","157.01","","",""
"3100000","3100000-102-1999-06547","19991209","","01","영업/정상","01","영업","","","","","02 9378001","506.88","139942","서울특별시 노원구 상계동 705-0번지 ","서울특별시 노원구 노해로 447 (상계동)","01689","고구려룸크럽","20190110113142","U","2019-01-12 02:40:00.0","룸살롱","205027.078637975    ","461291.30503617     ","룸살롱","2","1","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","506.88","","",""
"3100000","3100000-102-1999-06589","19991229","","01","영업/정상","01","영업","","","","","02 9365858","241.44","139942","서울특별시 노원구 상계동 710번지 문화빌딩 지하1층 ","서울특별시 노원구 노해로77길 14-3 지하1층 (상계동 문화빌딩)","01689","슈퍼모델","20190212104559","U","2019-02-14 02:40:00.0","룸살롱","205164.054482331    ","461393.748688552    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","241.44","","",""
"3100000","3100000-102-2000-06623","20000107","","03","폐업","02","폐업","20120629","","","","02 9350999","96.01","139942","서울특별시 노원구 상계동 708-0번지 지하1층 ","","","왕과비2","20110621121618","I","2018-08-31 23:59:59.0","룸살롱","205083.989500329    ","461342.980917319    ","룸살롱","","","","","","","","","","","","","","N","96.01","","",""
"3100000","3100000-102-2000-06724","20000304","","01","영업/정상","01","영업","","","","","0239223922","126.00","139942","서울특별시 노원구 상계동 707-1번지 ","서울특별시 노원구 노해로75길 14-19 (상계동)","01689","청노루","20190813113313","U","2019-08-15 02:40:00.0","룸살롱","205088.642066605    ","461372.850933416    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","126","","",""
"3100000","3100000-102-2000-06842","20000426","","01","영업/정상","01","영업","","","","","02 9398184","160.68","139942","서울특별시 노원구 상계동 706-1번지 2층 ","서울특별시 노원구 노해로75길 20-21 (상계동2층)","01689","솜사탕","20191016165117","U","2019-10-18 02:40:00.0","룸살롱","205084.146485163    ","461402.607066305    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","160.68","","",""
"3100000","3100000-102-2000-06897","20000407","","03","폐업","02","폐업","20120702","","","","02 9372220","64.06","139942","서울특별시 노원구 상계동 730-5번지 지하1층5호 ","","","아미가","20050111000000","I","2018-08-31 23:59:59.0","룸살롱","205270.719919314    ","461175.377243531    ","룸살롱","2","2","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","64.06","","",""
"3100000","3100000-102-2000-07041","20000810","","01","영업/정상","01","영업","","","","","02 9337154","176.80","139942","서울특별시 노원구 상계동 709-1번지 은성빌딩 ","서울특별시 노원구 노해로 457 은성빌딩 지하1층 (상계동)","01689","럭셔리","20191024112447","U","2019-10-26 02:40:00.0","룸살롱","205114.407299438    ","461315.443959612    ","룸살롱","","","","","","","","","","","","","","N","176.8","","",""
"3100000","3100000-102-2000-07182","20001027","","03","폐업","02","폐업","20090514","","","","02 9339496","70.69","139832","서울특별시 노원구 상계동 724-1번지 ","","","스카이","20040109000000","I","2018-08-31 23:59:59.0","룸살롱","205439.320706497    ","461335.356566932    ","룸살롱","0","0","","","","","","","","","","","","N","70.69","","",""
"3100000","3100000-102-2001-07455","20010328","","03","폐업","02","폐업","20141216","","","","02  935 2228","703.56","139942","서울특별시 노원구 상계동 711-9번지 노블레스관광호텔 3층 ","서울특별시 노원구 노해로77길 22 3층 (상계동 노블레스관광호텔)","01689","아일랜드","20130319103035","I","2018-08-31 23:59:59.0","룸살롱","205157.94751541     ","461423.045063883    ","룸살롱","","","","","","","","","","","","","","N","703.56","","",""
"3100000","3100000-102-2001-07602","20010605","","03","폐업","02","폐업","20030530","","","","02 9314114","980.39","139200","서울특별시 노원구 상계동 711-9번지  11호 ","","","돈텔마마나이트크럽","20020909000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","205157.94751541     ","461423.045063883    ","관광호텔나이트(디스코)","","","유흥업소밀집지역","관리","상수도전용","","","","","","","","","N","980.39","","",""
"3100000","3100000-102-2001-07699","20010720","","01","영업/정상","01","영업","","","","","02 9330033","371.03","139832","서울특별시 노원구 상계동 724-2번지 프린스빌딩 ","서울특별시 노원구 노해로 492 프린스빌딩 지하1층 (상계동)","01751","애플","20180124110024","I","2018-08-31 23:59:59.0","룸살롱","205462.410427775    ","461341.913474047    ","룸살롱","","","기타","지도","상수도전용","","","","","","","","","N","371.03","","",""
"3100000","3100000-102-2001-07700","20011115","","01","영업/정상","01","영업","","","","","9356869","70.70","139942","서울특별시 노원구 상계동 730-5번지 지하2호","서울특별시 노원구 동일로 1393 지하층 지하2호 (상계동)","01762","비전","20130108144123","I","2018-08-31 23:59:59.0","룸살롱","205270.719919314    ","461175.377243531    ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","70.7","","",""
"3100000","3100000-102-2001-07701","20011208","","03","폐업","02","폐업","20020620","","","","","","139942","서울특별시 노원구 상계동 730-5번지 지하1층 ","","","신천지","20011208000000","I","2018-08-31 23:59:59.0","룸살롱","205270.719919314    ","461175.377243531    ","룸살롱","","","","","","","","","","","","","","N","0","","",""
"3100000","3100000-102-2002-00001","20020325","","01","영업/정상","01","영업","","","","","9322882","92.39","139942","서울특별시 노원구 상계동 710-2번지 ","서울특별시 노원구 노해로77길 14-7 (상계동)","01689","에스라인","20180807133546","I","2018-08-31 23:59:59.0","룸살롱","205185.519399243    ","461399.628611913    ","룸살롱","0","0","유흥업소밀집지역","관리","상수도전용","","","","","","","","","N","92.39","","",""
"3100000","3100000-102-2002-00002","20020326","","03","폐업","02","폐업","20191212","","","","","328.18","139832","서울특별시 노원구 상계동 724-2번지 지하 1층 ","서울특별시 노원구 노해로 492 (상계동지하 1층)","01751","신애플","20191212155600","U","2019-12-14 02:40:00.0","룸살롱","205462.410427775    ","461341.913474047    ","룸살롱","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","328.18","","",""
"3100000","3100000-102-2002-00003","20020813","","01","영업/정상","01","영업","","","","","02 9370018","60.01","139942","서울특별시 노원구 상계동 707-3번지 지하1층 ","서울특별시 노원구 노해로75길 14-25 (상계동지하1층)","01689","글로리아","20190620143623","U","2019-06-22 02:40:00.0","룸살롱","205115.57539185     ","461380.387270146    ","룸살롱","","","","","","","","","","","","","","N","60.01","","",""
"3100000","3100000-102-2002-00004","20020926","","03","폐업","02","폐업","20150720","","","","9327373","64.48","139942","서울특별시 노원구 상계동 703-3번지 ","서울특별시 노원구 노해로75길 14-13 (상계동)","01689","청노루","20080128093603","I","2018-08-31 23:59:59.0","룸살롱","205054.463440349    ","461363.28359456     ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","64.48","","",""
"3100000","3100000-102-2003-00001","20031006","","01","영업/정상","01","영업","","","","","9515472","110.49","139942","서울특별시 노원구 상계동 708-2번지 ","서울특별시 노원구 노해로75길 14-22 (상계동)","01689","와와","20150610102508","I","2018-08-31 23:59:59.0","룸살롱","205111.67498979     ","461350.729025351    ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","110.49","","",""
"3100000","3100000-102-2003-00002","20031030","","01","영업/정상","01","영업","","","","","9306317","101.83","139942","서울특별시 노원구 상계동 704-3번지 유남빌딩 지하 ","서울특별시 노원구 노해로75길 14-12 (상계동유남빌딩 지하)","01689","MBC가요장","20150211101632","I","2018-08-31 23:59:59.0","룸살롱","205060.885          ","461336.51           ","룸살롱","0","0","","","","","","","","","","","","N","101.83","","",""
"3100000","3100000-102-2003-00003","20031108","","01","영업/정상","01","영업","","","","","02  951 3865","82.05","139832","서울특별시 노원구 상계동 724-1","서울특별시 노원구 노해로 490 (상계동)","01751","엠(M)노래주점","20200811102410","U","2019-12-07 23:03:00.0","룸살롱","205439.320706497","461335.356566932","","","","","","","","","","","","","","","","","","",""
"3100000","3100000-102-2003-00004","20031125","","03","폐업","02","폐업","20040511","","","","9234113","930.64","139942","서울특별시 노원구 상계동 711-9번지 ","","","벨라지오 호텔나이트","20040225000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","205157.94751541     ","461423.045063883    ","관광호텔나이트(디스코)","0","0","","","상수도전용","","","","","","","","","N","930.64","","",""
"3100000","3100000-102-2004-00001","20040622","","03","폐업","02","폐업","20050118","","","","9774119","930.64","139942","서울특별시 노원구 상계동 711-9번지 ","","","잠보나이트","20040622000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","205157.94751541     ","461423.045063883    ","관광호텔나이트(디스코)","0","0","","","","","","","","","","","","N","930.64","","",""
"3100000","3100000-102-2005-00001","20050629","","01","영업/정상","01","영업","","","","","9356072","67.60","139942","서울특별시 노원구 상계동 708번지 ","서울특별시 노원구 노해로75길 14-18 2층 (상계동 도영빌딩)","01689","SBS노래바","20170925154601","I","2018-08-31 23:59:59.0","룸살롱","205083.989500329    ","461342.980917319    ","룸살롱","0","0","","","","","","","","","","","","N","67.6","","",""
"3100000","3100000-102-2005-00002","20051102","","01","영업/정상","01","영업","","","","","9306 257","940.07","139942","서울특별시 노원구 상계동 711-9번지 지하2층 ","서울특별시 노원구 노해로77길 22 지하2층 (상계동)","01689","청춘포차","20161108160225","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","205157.94751541     ","461423.045063883    ","관광호텔나이트(디스코)","","","","","","","","","","","","","","N","940.07","","",""
"3100000","3100000-102-2007-00001","20071004","","03","폐업","02","폐업","20180430","","","","02  937 8145","65.52","139942","서울특별시 노원구 상계동 710번지 3층 ","서울특별시 노원구 노해로77길 14-3 3층 (상계동)","01689","딸기","20180430153527","I","2018-08-31 23:59:59.0","비어(바)살롱","205164.054482331    ","461393.748688552    ","비어(바)살롱","","","","","","","","","","","","","","N","65.52","","",""
"3100000","3100000-102-2008-00001","20080417","","03","폐업","02","폐업","20150520","","","","02  935 2228","294.21","139942","서울특별시 노원구 상계동 711-9번지 2층(노해로 77길 22) ","서울특별시 노원구 노해로77길 22 (상계동2층(노해로 77길 22))","01689","노블레스","20150520143910","I","2018-08-31 23:59:59.0","룸살롱","205157.94751541     ","461423.045063883    ","룸살롱","","","유흥업소밀집지역","","","","","","","","","","","N","294.21","","",""
"3100000","3100000-102-2008-00002","20081117","","03","폐업","02","폐업","20191205","","","","02  951 9514","453.79","139942","서울특별시 노원구 상계동 709번지 인산빌딩 지하1층 ","서울특별시 노원구 노해로 455 (상계동인산빌딩 지하1층)","01689","쵸코렛","20191205091232","U","2019-12-07 02:40:00.0","룸살롱","205095.669872505    ","461310.75073869     ","룸살롱","","","","","","","","","","","","","","N","453.79","","",""
"3100000","3100000-102-2009-00001","20090529","","01","영업/정상","01","영업","","","","","02  33923359","324.47","139200","서울특별시 노원구 상계동 724-1번지 7층 ","서울특별시 노원구 노해로 490 (상계동7층)","01751","게코노래타운","20180402174332","I","2018-08-31 23:59:59.0","간이주점","205439.320706497    ","461335.356566932    ","간이주점","3","3","학교정화(상대)","","상수도전용","","","","","","","","","N","324.47","","",""
"3100000","3100000-102-2012-00001","20120704","","01","영업/정상","01","영업","","","","","02  935 0999","96.01","139942","서울특별시 노원구 상계동 708번지 ","서울특별시 노원구 노해로75길 14-18 지하1층 (상계동)","01689","몰디브","20180427164346","I","2018-08-31 23:59:59.0","룸살롱","205083.989500329    ","461342.980917319    ","룸살롱","","","유흥업소밀집지역","","상수도전용","","","","","","","","","N","96.01","","",""
"3100000","3100000-102-2018-00001","20181116","","01","영업/정상","01","영업","","","","","","703.56","139942","서울특별시 노원구 상계동 711-9번지 노블레스관광호텔 3층 ","서울특별시 노원구 노해로77길 22 노블레스관광호텔 3층 (상계동)","01689","메이저","20181119161724","U","2018-11-21 02:37:04.0","룸살롱","205157.94751541     ","461423.045063883    ","룸살롱","","","","","상수도전용","","","","","","","","","Y","703.56","","",""
